artist,songs,max_pop,avg_pop,avg_duration,avg_tempo,avg_energy,avg_danceability,average_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,avg_mode,avg_key,avg_time_sig
Meitei,21,52,33.52,184037.38,98.63,0.35,0.39,-19.51,0.10,0.64,0.92,0.26,0.36,0.33,5.24,3.48
Mejk,4,43,35.75,194559.75,127.51,0.86,0.74,-5.81,0.04,0.00,0.05,0.12,0.91,0.50,6.00,4.00
Mekon,10,21,9.40,287775.20,119.85,0.90,0.70,-5.35,0.09,0.50,0.01,0.27,0.66,0.70,7.00,4.00
Mekong,3,11,8.00,231099.33,141.62,0.70,0.62,-6.87,0.03,0.29,0.01,0.13,0.56,0.67,5.33,4.00
Mel B,3,36,33.33,232843.67,134.00,0.83,0.70,-3.56,0.12,0.00,0.02,0.22,0.54,1.00,1.00,4.00
Mel Parsons,7,32,26.14,227027.43,103.80,0.49,0.57,-9.19,0.05,0.00,0.62,0.12,0.40,0.71,5.43,3.86
Mel Tillis,4,31,23.00,138076.50,138.48,0.44,0.65,-10.77,0.04,0.00,0.67,0.17,0.89,0.75,6.00,4.00
Mel Tormé,16,56,33.25,177446.00,125.52,0.30,0.50,-13.72,0.06,0.00,0.78,0.20,0.54,0.63,3.81,4.00
Mel Waiters,21,37,16.33,257111.05,111.47,0.67,0.77,-6.67,0.08,0.00,0.21,0.18,0.81,0.57,4.29,4.00
Melanie C,7,41,30.43,245175.29,99.29,0.65,0.53,-6.18,0.03,0.00,0.19,0.15,0.43,0.86,4.86,3.86
Melanie Fiona,30,53,25.33,232842.10,111.96,0.69,0.59,-5.67,0.07,0.00,0.20,0.16,0.61,0.50,5.20,3.93
Melanie Martinez,52,80,61.56,212524.73,124.81,0.63,0.64,-6.37,0.08,0.00,0.31,0.18,0.49,0.38,5.38,3.94
Melanie Müller,8,24,13.13,192549.38,134.04,0.95,0.70,-2.69,0.11,0.00,0.05,0.41,0.66,0.38,3.75,4.00
Melano,3,43,39.67,231017.33,171.39,0.91,0.43,-4.62,0.04,0.29,0.00,0.40,0.20,0.00,5.00,4.00
Melba Moore,27,45,16.41,288617.56,116.13,0.63,0.75,-9.24,0.08,0.00,0.17,0.14,0.75,0.59,4.78,3.89
Melé,8,57,35.50,225363.50,125.89,0.87,0.80,-6.00,0.14,0.57,0.03,0.13,0.38,0.63,7.13,4.00
Melechesh,49,37,13.53,372536.98,126.74,0.88,0.28,-6.81,0.09,0.71,0.03,0.24,0.26,0.80,4.33,3.84
Mêlée,9,47,17.11,204611.78,137.11,0.84,0.50,-3.91,0.04,0.00,0.10,0.20,0.63,0.89,6.33,4.00
Melendi,7,69,61.71,241676.57,122.11,0.77,0.66,-4.64,0.06,0.00,0.31,0.15,0.51,0.71,7.29,4.00
Melibea,3,20,16.33,287707.00,129.96,0.79,0.58,-8.28,0.05,0.88,0.61,0.12,0.52,0.00,2.67,4.00
Melih Aydogan,22,50,27.95,264967.59,119.68,0.62,0.80,-8.40,0.06,0.22,0.17,0.10,0.68,0.00,5.91,4.00
Melike Şahin,6,64,53.17,250239.83,117.19,0.37,0.60,-11.73,0.05,0.00,0.71,0.20,0.43,0.00,5.33,3.83
Melinda Watts,5,31,16.20,300330.60,119.32,0.52,0.47,-6.53,0.04,0.00,0.55,0.16,0.35,0.80,6.60,3.60
Meli'sa Morgan,7,14,8.43,266033.14,115.38,0.52,0.74,-8.08,0.08,0.00,0.21,0.22,0.50,0.57,5.29,3.86
Melissa,5,30,14.80,236606.80,98.42,0.43,0.36,-7.59,0.03,0.00,0.49,0.13,0.21,1.00,5.00,4.00
Melissa Horn,40,54,28.98,239215.10,108.70,0.39,0.50,-12.53,0.07,0.01,0.68,0.38,0.35,0.80,5.68,4.03
Melissa Naschenweng,42,52,21.71,210918.26,124.64,0.83,0.69,-4.93,0.06,0.00,0.13,0.24,0.73,0.95,5.17,4.00
Melleefresh,20,32,14.90,366213.70,128.05,0.74,0.77,-7.00,0.07,0.71,0.00,0.24,0.49,0.40,6.75,4.00
Mellow Fellow,15,56,33.53,190586.00,113.24,0.54,0.48,-9.41,0.04,0.28,0.43,0.24,0.55,0.73,5.07,4.00
MellowHype,6,46,35.67,203186.67,104.49,0.58,0.64,-7.56,0.24,0.00,0.13,0.13,0.44,0.83,3.00,4.00
Melodiesinfonie,17,49,34.24,178693.71,107.93,0.46,0.68,-10.65,0.08,0.53,0.45,0.18,0.45,0.41,4.41,3.76
Melody Club,14,40,24.07,201572.79,136.87,0.89,0.53,-4.47,0.04,0.05,0.01,0.18,0.65,0.57,5.36,4.00
Melody Gardot,61,57,36.00,243143.02,103.77,0.27,0.47,-14.31,0.06,0.11,0.83,0.17,0.29,0.57,5.57,3.64
Melody's Echo Chamber,18,52,32.50,231991.94,105.18,0.78,0.48,-6.23,0.04,0.21,0.17,0.20,0.55,0.61,5.67,3.94
Melokind,3,34,29.00,413644.67,123.17,0.61,0.80,-11.07,0.09,0.89,0.16,0.10,0.58,0.67,3.33,4.00
MELON,54,70,61.20,158929.70,128.97,0.86,0.67,-5.74,0.07,0.11,0.07,0.24,0.42,0.28,5.93,4.00
Mélonade,3,28,24.33,176991.33,116.95,0.80,0.75,-7.90,0.27,0.28,0.11,0.50,0.61,1.00,6.67,4.00
Melorman,19,30,13.63,240496.05,123.64,0.53,0.56,-12.22,0.05,0.76,0.43,0.16,0.21,0.63,4.74,4.11
Melosense,12,51,43.25,195725.83,106.49,0.65,0.74,-9.02,0.06,0.88,0.16,0.10,0.43,0.33,5.50,3.92
Melotron,17,35,18.41,275962.47,126.30,0.85,0.64,-7.40,0.06,0.29,0.04,0.15,0.61,0.35,6.94,4.00
Melt,6,47,38.17,251148.50,151.54,0.56,0.48,-6.77,0.07,0.00,0.25,0.11,0.57,0.67,4.50,3.83
Melt-Banana,34,33,17.74,169057.68,117.79,0.96,0.39,-4.03,0.16,0.48,0.04,0.22,0.27,0.74,6.12,3.82
Melvillous,6,30,24.17,182689.17,113.18,0.66,0.73,-7.93,0.31,0.00,0.39,0.15,0.66,0.50,3.67,4.17
Melvin Taylor,13,55,31.08,277928.62,134.55,0.33,0.52,-19.30,0.05,0.25,0.39,0.13,0.68,0.54,4.15,3.54
Melvin Williams,8,30,14.88,292216.63,109.66,0.63,0.65,-7.55,0.07,0.00,0.33,0.24,0.57,0.75,4.63,3.88
Melvins,54,43,15.00,284961.87,127.92,0.78,0.39,-6.63,0.10,0.29,0.06,0.22,0.41,0.81,5.43,3.91
melvitto,3,69,64.67,183100.67,132.28,0.35,0.75,-7.35,0.05,0.00,0.76,0.12,0.71,0.00,3.00,4.00
MELVV,3,44,37.33,188267.00,99.34,0.66,0.67,-5.79,0.07,0.61,0.16,0.29,0.39,1.00,5.67,4.00
MEMBA,27,59,41.52,196876.15,133.36,0.74,0.66,-6.42,0.09,0.26,0.14,0.17,0.34,0.56,5.96,4.00
Memo Boy,4,67,58.50,208539.50,150.49,0.74,0.48,-9.13,0.05,0.77,0.18,0.23,0.47,0.25,6.50,4.00
Memo Pro,6,35,28.50,223472.50,115.04,0.73,0.72,-9.32,0.04,0.55,0.05,0.14,0.37,0.00,7.00,4.00
Memorex Memories,5,45,38.00,268099.00,151.99,0.56,0.46,-14.06,0.05,0.83,0.64,0.12,0.13,1.00,4.20,4.00
Memoria XI,3,40,37.00,163207.33,146.66,0.55,0.75,-6.80,0.12,0.00,0.08,0.10,0.61,0.33,0.33,4.00
Memoriam,17,34,24.65,301326.35,126.83,0.93,0.36,-7.22,0.08,0.68,0.00,0.20,0.21,0.76,6.35,3.82
Memory Cassette,4,31,24.75,194116.75,117.53,0.61,0.51,-8.51,0.05,0.64,0.34,0.20,0.35,0.50,4.25,4.00
Memory Tapes,13,28,17.15,303324.62,120.23,0.67,0.62,-8.01,0.03,0.63,0.25,0.25,0.46,0.31,5.23,4.00
Memoryhouse,10,28,14.50,234827.50,104.15,0.47,0.47,-12.05,0.03,0.54,0.39,0.18,0.32,0.70,2.80,4.00
Memphis Bleek,32,55,24.59,237189.59,104.80,0.82,0.70,-4.88,0.33,0.00,0.12,0.20,0.62,0.34,6.19,3.91
Memphis Jug Band,5,22,17.80,168864.00,119.69,0.26,0.63,-14.43,0.06,0.00,0.83,0.24,0.79,1.00,3.60,4.00
Memphis La Blusera,13,46,39.00,287984.08,113.33,0.74,0.62,-7.44,0.06,0.00,0.18,0.46,0.64,0.69,7.54,4.00
Memphis May Fire,93,58,31.24,222630.70,130.25,0.96,0.39,-3.29,0.16,0.00,0.02,0.25,0.33,0.42,5.29,3.98
Memphis Minnie,3,14,11.33,170853.33,143.29,0.29,0.61,-13.15,0.05,0.01,0.90,0.08,0.73,1.00,5.67,4.00
Memphis Slim,11,29,12.73,232718.09,126.74,0.33,0.57,-13.08,0.06,0.28,0.76,0.19,0.57,0.82,3.00,3.55
Memtrix,26,43,20.92,275115.35,173.94,0.92,0.48,-2.89,0.12,0.41,0.01,0.29,0.24,0.35,5.19,4.00
Men I Trust,38,79,52.95,198431.84,121.49,0.38,0.69,-13.32,0.04,0.64,0.69,0.11,0.51,0.42,5.71,3.95
Men Of Prayze,7,15,10.71,266593.14,126.24,0.81,0.55,-6.47,0.10,0.00,0.14,0.25,0.70,0.71,2.86,3.86
Men Of Standard,28,23,11.07,270860.46,117.46,0.59,0.59,-7.30,0.07,0.00,0.27,0.18,0.48,0.64,5.04,4.04
Mendum,19,46,20.42,241297.16,131.62,0.66,0.41,-6.65,0.11,0.09,0.12,0.23,0.15,0.26,5.05,3.95
Menino,7,33,20.86,215163.71,151.39,0.76,0.50,-6.30,0.04,0.06,0.02,0.20,0.32,0.43,7.14,4.00
Menno de Jong,6,39,20.33,308277.67,137.50,0.86,0.47,-9.77,0.04,0.87,0.02,0.21,0.23,0.33,4.17,4.00
Menor MC,5,66,48.80,151055.40,138.09,0.36,0.81,-11.51,0.52,0.00,0.24,0.13,0.56,0.40,4.20,4.00
menores atos,4,36,32.25,267112.25,135.99,0.85,0.57,-5.78,0.04,0.00,0.01,0.14,0.51,0.00,4.25,4.00
Mental,6,18,12.67,87300.00,122.89,0.94,0.35,-4.98,0.08,0.03,0.02,0.22,0.48,0.50,4.67,3.83
Mentallo & The Fixer,4,11,8.75,355333.50,127.67,0.81,0.56,-10.57,0.05,0.51,0.00,0.28,0.26,0.75,4.25,4.00
Menteroja,5,14,9.00,215387.80,125.41,0.78,0.67,-5.60,0.24,0.00,0.32,0.30,0.77,0.20,8.20,4.00
Mentol,4,33,22.25,177855.25,116.99,0.82,0.69,-5.27,0.11,0.06,0.11,0.23,0.65,0.50,4.25,4.00
Mephisto Walz,16,16,7.44,252558.63,134.16,0.75,0.31,-8.12,0.05,0.45,0.02,0.32,0.34,0.69,5.13,4.00
Mephorash,22,32,15.09,455856.27,127.24,0.68,0.21,-9.94,0.07,0.35,0.01,0.20,0.06,0.59,3.68,3.82
Mercan Dede,9,32,19.67,341336.22,111.58,0.39,0.49,-13.81,0.04,0.33,0.31,0.10,0.20,0.56,7.11,4.00
Mercenary,34,30,15.76,351635.68,126.71,0.96,0.39,-4.02,0.08,0.02,0.00,0.20,0.27,0.32,7.24,3.97
Merchandise,10,26,12.60,327405.70,109.30,0.76,0.34,-7.75,0.06,0.36,0.11,0.28,0.31,0.90,5.80,3.70
Merchant,3,13,10.67,323031.33,112.32,0.78,0.72,-8.75,0.06,0.01,0.04,0.12,0.85,0.67,6.67,4.00
Merchant Ships,16,32,21.25,188090.38,111.41,0.69,0.33,-8.45,0.05,0.18,0.06,0.26,0.33,0.81,5.13,3.56
Merciful Nuns,18,24,10.17,303290.33,130.42,0.85,0.54,-3.86,0.05,0.40,0.06,0.22,0.33,0.56,3.67,4.00
Merciless,9,20,11.44,244100.89,126.06,0.94,0.23,-5.34,0.17,0.29,0.00,0.20,0.24,0.78,6.11,4.00
Mercury Rev,6,34,23.00,248351.17,105.14,0.58,0.47,-9.12,0.04,0.13,0.31,0.10,0.34,0.83,6.50,4.00
Mercuzio Pianist,24,58,34.21,172345.88,115.98,0.12,0.45,-24.89,0.05,0.91,0.99,0.10,0.23,0.33,5.29,3.63
Mercy,8,8,6.00,242114.13,108.71,0.87,0.37,-12.80,0.07,0.40,0.00,0.25,0.21,0.50,3.50,3.50
Mercy Masika,5,27,22.80,242142.00,121.72,0.67,0.53,-7.84,0.07,0.00,0.36,0.29,0.56,1.00,9.20,3.80
Mercy Mercedes,7,19,10.86,216102.00,150.59,0.87,0.51,-4.75,0.08,0.00,0.00,0.19,0.53,1.00,4.57,4.00
Mercyful Fate,11,52,25.27,343556.00,125.03,0.87,0.36,-8.63,0.06,0.16,0.01,0.21,0.54,0.82,3.91,4.00
MercyMe,81,66,37.86,231416.33,120.66,0.71,0.51,-5.81,0.05,0.01,0.13,0.17,0.40,0.86,5.90,3.96
Mere Notilde,3,35,33.00,172916.67,110.51,0.79,0.66,-4.29,0.14,0.16,0.00,0.36,0.48,0.00,7.33,3.67
Mereba,16,61,37.06,201424.25,123.38,0.41,0.49,-10.57,0.09,0.04,0.55,0.14,0.24,0.75,6.00,4.06
Meredith Andrews,12,42,34.75,269466.33,132.43,0.63,0.39,-6.67,0.03,0.00,0.26,0.12,0.31,0.75,5.92,4.00
Meredith Monk,8,36,24.38,202574.88,130.99,0.07,0.27,-26.92,0.04,0.73,0.98,0.09,0.24,0.13,6.88,3.88
Merge of Equals,23,27,14.74,290986.91,112.99,0.56,0.66,-9.07,0.05,0.60,0.27,0.11,0.53,0.39,7.52,3.96
Merital Family,4,25,17.75,155525.50,113.70,0.69,0.78,-5.49,0.19,0.00,0.26,0.19,0.77,0.00,8.00,4.25
Merk & Kremont,4,50,44.00,184359.00,115.01,0.85,0.73,-3.99,0.11,0.01,0.08,0.17,0.51,0.50,4.25,4.00
Merkules,6,55,48.00,224921.17,139.72,0.66,0.70,-7.32,0.19,0.01,0.28,0.13,0.47,0.50,7.67,4.00
Merle Haggard,34,58,24.00,170557.50,110.04,0.50,0.69,-10.28,0.04,0.03,0.44,0.18,0.67,0.97,5.15,3.97
Merrimack,4,8,6.50,327617.75,134.83,0.94,0.18,-5.43,0.09,0.46,0.00,0.32,0.11,0.75,5.25,4.00
Mersiv,18,43,30.61,231038.56,125.56,0.80,0.52,-4.32,0.16,0.19,0.04,0.20,0.19,0.67,5.39,3.67
Merzbow,17,28,11.47,523276.59,119.44,0.92,0.30,-5.38,0.25,0.46,0.05,0.25,0.06,0.76,4.53,3.65
Mesarthim,12,14,9.75,507167.08,138.97,0.72,0.33,-14.34,0.05,0.84,0.08,0.13,0.17,0.42,5.58,3.83
Mesck,3,18,15.67,319135.00,139.96,0.75,0.61,-6.23,0.07,0.23,0.00,0.18,0.36,0.67,4.00,4.00
Meshell Ndegeocello,20,38,18.50,248865.05,112.80,0.54,0.65,-9.00,0.11,0.15,0.09,0.21,0.51,0.50,5.85,3.90
Meshuggah,122,60,27.08,346017.20,126.07,0.94,0.36,-6.27,0.09,0.53,0.00,0.29,0.25,0.68,4.92,3.70
Message To Bears,40,58,27.08,249333.50,122.66,0.34,0.36,-15.15,0.04,0.72,0.79,0.18,0.17,0.80,4.00,3.93
Messy Marv,9,35,28.44,218725.89,104.31,0.64,0.69,-6.34,0.23,0.00,0.07,0.14,0.58,0.33,6.11,4.00
Mest,14,43,21.50,199981.07,128.64,0.85,0.47,-6.25,0.10,0.00,0.01,0.21,0.59,1.00,6.14,4.00
Mestís,20,38,25.65,219086.50,115.73,0.69,0.47,-8.90,0.07,0.82,0.17,0.18,0.31,0.45,6.15,3.60
Metal Allegiance,21,35,15.43,337184.81,123.41,0.97,0.40,-4.43,0.09,0.31,0.00,0.16,0.35,0.48,3.29,3.81
Metal Church,9,23,15.67,272195.89,120.07,0.97,0.52,-3.63,0.08,0.07,0.00,0.14,0.37,0.56,6.22,4.00
Metal Inquisitor,3,14,12.33,237795.33,133.79,0.92,0.30,-5.73,0.07,0.08,0.00,0.30,0.45,0.67,9.00,4.00
Metalite,3,50,42.67,220902.33,138.38,0.95,0.45,-5.68,0.15,0.01,0.00,0.14,0.45,0.33,10.33,4.00
Metallica,143,81,34.91,367814.92,128.02,0.89,0.36,-5.62,0.08,0.08,0.02,0.46,0.34,0.63,5.27,3.94
Metalocalypse,6,37,30.00,148057.83,150.49,0.87,0.54,-8.51,0.05,0.37,0.00,0.23,0.47,0.83,4.17,4.17
Metalocalypse: Dethklok,39,56,38.87,238507.03,126.46,0.91,0.50,-5.71,0.07,0.64,0.00,0.20,0.36,0.72,4.90,3.77
Metalucifer,5,14,10.20,332370.60,141.19,0.96,0.31,-6.80,0.06,0.07,0.00,0.16,0.46,0.20,4.60,4.00
Meth Wax,21,46,28.90,135869.10,120.75,0.78,0.28,-8.27,0.05,0.44,0.16,0.30,0.40,0.71,2.71,4.00
Method Man,103,69,28.53,202718.65,110.32,0.74,0.66,-6.34,0.32,0.01,0.14,0.24,0.59,0.61,5.56,3.97
Methrone,34,40,12.79,249109.35,106.83,0.44,0.75,-7.05,0.06,0.01,0.42,0.11,0.48,0.56,5.35,4.03
Methyl Ethel,18,41,27.22,274002.39,124.42,0.69,0.57,-7.47,0.06,0.12,0.17,0.20,0.53,0.50,3.83,3.89
Metodi Hristov,3,28,23.67,339161.00,127.67,0.85,0.77,-8.25,0.04,0.84,0.04,0.11,0.30,0.00,10.33,4.00
Metric,57,66,37.33,246205.67,132.07,0.73,0.54,-6.59,0.05,0.16,0.13,0.20,0.45,0.56,5.93,3.95
Metrik,82,54,23.39,269204.00,170.83,0.89,0.44,-4.45,0.06,0.45,0.00,0.25,0.19,0.61,4.70,3.99
Metro Station,17,69,29.53,187578.94,134.41,0.82,0.59,-4.93,0.05,0.00,0.09,0.20,0.64,0.71,2.65,4.00
Metronomy,82,71,32.35,241358.21,126.94,0.59,0.72,-8.49,0.08,0.44,0.24,0.12,0.57,0.50,5.13,3.99
Metropolitan Jazz Affair,3,39,32.67,313764.33,109.13,0.67,0.74,-8.42,0.06,0.06,0.27,0.08,0.75,0.00,5.00,4.00
Metrorrhagia,7,24,11.43,78979.57,78.62,0.58,0.19,-2.58,0.13,0.60,0.27,0.31,0.04,0.86,3.86,2.57
MettaForm,19,57,35.00,133801.00,110.75,0.03,0.51,-27.02,0.05,0.95,0.99,0.10,0.35,0.84,6.05,3.84
Mette Henriette,3,35,32.00,134804.67,112.28,0.01,0.30,-29.01,0.07,0.92,0.97,0.09,0.15,1.00,2.67,4.00
Metz,33,35,18.97,209043.15,131.64,0.92,0.24,-5.65,0.09,0.46,0.00,0.28,0.20,0.76,4.85,3.91
mewithoutYou,95,45,22.43,223162.13,118.16,0.70,0.43,-7.19,0.05,0.21,0.16,0.20,0.36,0.46,5.86,3.92
Mexican Institute Of Sound,10,42,38.40,192462.50,110.03,0.73,0.71,-7.48,0.05,0.19,0.08,0.23,0.70,0.70,5.30,4.00
Mexican Music Factory,18,42,27.50,172724.06,120.95,0.39,0.69,-10.46,0.07,0.85,0.75,0.14,0.63,0.78,6.61,3.61
Mexican Slum Rats,36,42,22.81,157450.69,131.22,0.69,0.35,-11.55,0.04,0.76,0.27,0.23,0.46,0.86,5.11,4.00
Mexican Stepper,3,31,28.33,226122.00,134.67,0.72,0.78,-8.60,0.05,0.85,0.16,0.29,0.63,0.33,5.67,4.00
Meyhem Lauren,22,48,30.36,179753.59,104.98,0.72,0.52,-6.71,0.29,0.00,0.29,0.25,0.54,0.55,6.27,3.95
meynus,9,66,30.89,105911.56,136.04,0.26,0.61,-15.18,0.06,0.59,0.45,0.11,0.22,0.56,5.89,3.89
Mézigue,6,39,30.67,324933.67,136.38,0.78,0.76,-9.14,0.13,0.76,0.09,0.13,0.75,0.50,6.50,4.00
Mezzo Piano,139,42,22.55,283143.84,125.34,0.21,0.53,-17.30,0.05,0.93,0.97,0.12,0.14,0.94,5.25,3.85
Mezzoforte,8,43,25.25,311198.25,101.20,0.58,0.72,-9.32,0.04,0.75,0.40,0.15,0.69,0.25,6.25,3.88
MF DOOM,116,75,35.51,174290.84,108.78,0.70,0.64,-7.49,0.19,0.38,0.18,0.26,0.71,0.57,5.44,3.98
MF Eistee,4,49,45.50,105907.00,106.35,0.35,0.78,-11.41,0.21,0.58,0.47,0.14,0.61,0.75,4.25,4.00
MF Grimm,13,46,35.23,149060.08,98.44,0.65,0.69,-8.93,0.22,0.00,0.33,0.31,0.66,0.77,4.69,4.00
MFÖ,5,57,48.20,211404.00,130.74,0.58,0.52,-10.17,0.05,0.00,0.29,0.13,0.50,0.40,3.60,3.80
MFSB,9,34,19.33,274962.89,113.25,0.75,0.62,-8.47,0.07,0.50,0.17,0.10,0.71,0.56,3.89,4.00
Mgła,30,46,30.07,414464.07,144.63,0.93,0.23,-5.61,0.10,0.88,0.00,0.30,0.08,0.53,6.37,3.93
MGMT,48,83,42.98,359941.81,122.27,0.81,0.51,-5.59,0.05,0.17,0.12,0.23,0.45,0.71,5.48,3.90
Mha Iri,6,45,35.67,383050.50,131.33,0.94,0.64,-5.74,0.06,0.79,0.02,0.37,0.33,0.50,5.67,4.00
MHRAP,6,47,43.17,190015.17,131.84,0.63,0.74,-7.07,0.13,0.00,0.42,0.16,0.48,0.00,4.00,3.83
Mi Casa,4,43,38.00,337350.25,124.25,0.55,0.82,-9.11,0.07,0.05,0.05,0.14,0.77,0.25,6.25,4.00
Mia Carrera,3,60,41.67,193964.00,141.04,0.17,0.50,-18.62,0.05,0.93,0.99,0.11,0.11,0.67,5.67,4.00
Mia Dyson,4,28,20.50,249446.75,116.60,0.56,0.52,-7.22,0.05,0.00,0.43,0.18,0.41,1.00,5.75,4.00
Mia Julia,42,64,28.05,206762.40,130.20,0.88,0.64,-3.13,0.08,0.00,0.10,0.34,0.54,0.69,6.12,3.95
Mia Rollo,6,29,26.17,224240.17,131.22,0.45,0.55,-7.14,0.03,0.00,0.81,0.10,0.36,1.00,5.83,4.00
Miami Horror,57,59,29.04,259201.49,116.62,0.76,0.65,-6.32,0.05,0.14,0.08,0.22,0.57,0.46,5.46,4.00
Miami Mass Choir,9,15,10.00,289727.00,117.21,0.78,0.48,-6.54,0.11,0.00,0.13,0.32,0.43,0.56,5.67,4.00
Miami Nights 1984,20,52,30.70,196723.15,129.32,0.77,0.58,-8.46,0.05,0.70,0.10,0.11,0.50,0.60,5.90,4.00
Miasmatic Necrosis,17,20,14.88,73994.12,117.32,0.93,0.30,-5.44,0.11,0.77,0.00,0.28,0.30,0.59,5.00,3.76
Mic Manik,3,33,30.00,256942.00,121.34,0.66,0.81,-8.23,0.23,0.00,0.13,0.15,0.53,0.67,7.33,4.00
Mica Paris,3,37,25.00,247773.00,96.49,0.48,0.67,-9.36,0.04,0.00,0.46,0.13,0.41,0.67,4.00,4.00
Micah Edwards,6,63,50.83,203521.33,135.55,0.44,0.56,-8.97,0.05,0.15,0.60,0.14,0.65,0.67,5.00,3.67
Micah P. Hinson,3,51,44.33,174137.00,103.21,0.39,0.61,-12.61,0.04,0.24,0.84,0.13,0.50,0.33,7.33,3.67
Micah Stampley,25,36,16.72,332903.36,126.06,0.63,0.43,-8.27,0.11,0.00,0.33,0.30,0.41,0.88,6.16,3.88
Micah Tyler,6,57,53.67,194355.50,96.01,0.65,0.54,-5.91,0.04,0.00,0.11,0.12,0.44,0.83,6.33,4.00
Micatone,4,46,34.00,257940.00,153.97,0.45,0.64,-8.62,0.08,0.11,0.57,0.11,0.51,0.00,4.00,3.75
Micha von der Rampe,24,64,26.88,176940.21,137.16,0.87,0.72,-4.64,0.14,0.00,0.11,0.20,0.68,0.79,6.08,4.00
Michael & Levan,90,10,8.23,516819.53,126.86,0.74,0.68,-9.02,0.05,0.85,0.03,0.21,0.35,0.39,5.94,4.00
Michael Abels,5,44,32.80,149394.60,98.77,0.20,0.33,-15.23,0.05,0.60,0.83,0.20,0.12,0.40,7.60,3.40
Michael Allen Harrison,48,28,12.56,228800.71,111.79,0.09,0.37,-23.76,0.05,0.90,0.95,0.10,0.16,0.83,3.46,3.90
Michael Angelo Batio,24,38,13.00,333565.83,134.36,0.88,0.37,-6.04,0.07,0.46,0.05,0.20,0.39,0.71,6.42,4.00
Michael Ball,79,43,15.87,232556.71,102.57,0.37,0.37,-11.65,0.06,0.01,0.70,0.17,0.25,0.81,5.10,3.81
Michael Brecker,5,38,29.00,327853.40,116.35,0.17,0.43,-15.44,0.04,0.25,0.84,0.12,0.16,0.80,4.60,3.60
Michael Brook,55,34,16.65,147645.00,107.68,0.15,0.32,-18.94,0.04,0.80,0.88,0.10,0.12,0.65,4.25,3.75
Michaël Brun,20,58,28.40,203154.70,118.80,0.78,0.74,-6.52,0.08,0.17,0.08,0.12,0.48,0.45,5.50,4.00
Michael Bublé,167,74,40.69,213800.78,116.35,0.46,0.48,-8.08,0.05,0.00,0.55,0.26,0.44,0.78,5.22,3.75
Michael Burks,25,42,21.32,297909.24,117.62,0.65,0.48,-5.62,0.04,0.16,0.16,0.19,0.60,0.60,4.68,3.72
Michael Calfan,58,59,29.02,199711.55,124.29,0.76,0.73,-5.91,0.07,0.18,0.05,0.17,0.45,0.36,6.09,4.00
Michael Carreon,3,60,40.33,233430.00,90.02,0.52,0.69,-6.03,0.05,0.00,0.65,0.12,0.66,1.00,5.67,4.00
Michael Cassette,18,42,15.78,377170.17,123.83,0.75,0.64,-8.17,0.04,0.74,0.04,0.24,0.22,0.33,6.00,3.94
Michael Cera Palin,10,48,34.80,215604.10,136.81,0.75,0.56,-8.62,0.05,0.05,0.02,0.14,0.55,1.00,6.10,3.80
Michael Cooper,7,34,15.29,253952.29,106.57,0.59,0.71,-7.06,0.05,0.00,0.26,0.10,0.73,0.71,4.86,4.00
Michael Crawford,13,22,11.31,245322.00,97.99,0.34,0.34,-11.49,0.03,0.00,0.65,0.12,0.18,1.00,4.62,3.62
Michael Dulin,33,31,13.06,272396.33,97.45,0.11,0.36,-19.12,0.05,0.91,0.98,0.12,0.14,0.73,5.09,3.79
Michael Dunstan,3,35,29.00,193635.67,110.55,0.60,0.59,-9.29,0.04,0.01,0.23,0.09,0.18,1.00,5.33,4.00
Michael E,33,37,17.52,344869.00,104.20,0.42,0.50,-12.51,0.03,0.69,0.52,0.13,0.30,0.55,4.79,3.97
Michael Forster,10,57,33.00,156264.00,128.45,0.09,0.36,-23.69,0.04,0.90,0.99,0.11,0.12,0.80,4.60,4.00
Michael Franks,16,35,25.38,311451.69,113.92,0.39,0.74,-12.52,0.04,0.03,0.51,0.10,0.54,0.50,3.56,4.00
Michael Franti,4,43,32.25,277253.00,131.28,0.64,0.69,-8.73,0.13,0.00,0.52,0.16,0.70,0.50,3.50,4.00
Michael Franti & Spearhead,10,63,50.70,228825.20,116.12,0.85,0.67,-5.04,0.10,0.00,0.11,0.15,0.72,0.80,4.60,4.00
Michael Gettel,34,37,13.18,309918.88,116.75,0.27,0.33,-17.80,0.04,0.88,0.94,0.21,0.15,0.88,5.26,3.71
Michael Gira,4,10,7.00,224453.25,97.76,0.46,0.48,-5.54,0.06,0.00,0.68,0.16,0.23,0.50,5.50,3.75
Michael Gray,25,67,23.88,311914.20,123.33,0.74,0.72,-6.95,0.07,0.24,0.01,0.19,0.68,0.60,6.60,4.00
Michael Harrison,7,58,35.29,289857.14,80.82,0.05,0.29,-27.98,0.05,0.90,0.98,0.11,0.13,0.14,6.57,3.14
Michael Haydn,4,35,33.50,161636.50,43.62,0.06,0.11,-25.51,0.02,0.44,0.94,0.14,0.12,0.50,4.75,2.00
Michael Henderson,13,39,13.92,297105.31,106.99,0.59,0.57,-8.84,0.08,0.00,0.30,0.20,0.45,0.38,4.92,4.00
Michael Hoppé,95,54,14.99,233099.76,99.63,0.16,0.23,-17.75,0.05,0.84,0.91,0.12,0.09,0.64,5.02,3.53
